CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average
72.67,195712265,178485140,84.88785953
66,305887723,292375794,63.36174292
74.67,193273528,175019917,81.716651
88,167984347,226935375,49.48642776
58,182820228,211866586,48.55814194
31,35992563,37678699,65.94583501
63,265166086,265231485,50.55253657
80,408865447,400279599,55.01174264
3,40590,38217,38.68136982
65,7207207,8052171,43.42663606
64,244443662,262278197,58.37552776
79,412657531,409450856,49.72539545
27,28031699,27195632,51.58699638
3,10547,4560,26.67126246
96.07,362924737,274877907,92.91762391
83,465537678,441290153,48.62210035
45,125482455,123463773,51.36591063
29,91997995,71750710,51.70658182
74.67,42588019,39039084,82.08180537
72.46,44028280,39929260,78.46066523
2,5810,2795,22.71945631
79,394724382,387832552,49.41784648
54,151825623,178772508,50.84108598
1,5244,2333,26.454698
72.67,43038507,39584268,59.40736867
71.48,43061076,39431356,69.84752548
72.33,197568496,178241143,81.32960189
3,41576,39149,38.56198758
53,229477959,176845338,55.42094432
29.67,19327353,15032386,72.99310368
3,42028,39267,39.76703699
58,286487762,243565706,70.8644341
1,5190,2279,22.91458277
2,197815,158325,53.94841974
25,20757984,22251187,59.6885292
24,23764207,21220968,36.44267341
72.13,197568496,179314885,71.35867727
78,420099963,391471771,54.13187013
3,41718,38771,35.96336642
29.33,19083175,14836702,72.45050856
77.33,210453398,187904819,90.03115071
51,122745490,164581604,66.26141053
80,350459085,322016292,53.92607547
74,198418840,177978153,66.58220072
3,37693,37237,36.02950926
3,49335,50555,36.29768749
14,42429,39654,32.80481715
4,37746,37344,35.93542589
82,254476812,229780750,67.73878232
77.63,217232823,196460009,88.38665895
80,394415823,381327498,54.4924553
3,46294,41311,39.7781116
80,429318847,399024978,45.81712571
76,111073263,97068761,53.03131828
98.64,372588413,333933707,79.93456483
29,42162769,32353402,59.61766187
25,143213863,187182554,63.24566274
80.34,244813136,221190816,72.0753926
68,328638772,329266179,64.12152198
31,26844233,22050630,63.05962965
81,456828700,434496596,63.77028419
97,371646827,334149104,74.61424797
73.77,196494754,178241143,68.50696585
60,413061243,369136602,51.52303798
96,360065857,322651893,89.40875914
55,196364281,177831956,54.55824253
81,420273556,399295290,58.51599239
65,270634101,264243596,39.8371423
8,5054,2279,22.88156215
1.64,0,0,53.8822167
77,421611478,391197828,58.95120416
68,289384266,253671581,58.34514879
8,5322,2279,22.83411406
1.67,0,0,53.68111719
57,239483713,197734389,41.23213648
2,4811,3855,53.91293159
66,334263007,325788918,46.6213048
78.33,217998539,196834387,66.86071005
3,40698,38271,38.54862693
10,5066,2345,26.64850363
4,46124,41024,36.09372166
80,430076789,405741975,67.28078246
77,361609244,342558902,64.03907203
69,349076033,340438984,56.4219771
2.33,0,0,53.65621323
1.67,0,0,53.72677446
60,279798011,242739531,43.89156638
56,72524268,74996639,58.15682965
73,194347270,176093659,64.58064837
1,42801,40008,32.29960167
25,8085588,6460556,56.85104195
4,37812,37410,36.10433906
36,78108306,73905643,46.82242578
96.67,81916004,74274633,79.83235482
0,7187,5986,23.00825973
2,0,0,53.90213987
33,384155808,379450067,50.84702969
55,15890899,15185918,60.69448967
36,119298698,112898212,64.25223283
51,134013905,166602627,56.07236494
76,389847281,379387711,44.3830148
4,42659,40170,35.90575814
71,190052303,172872434,85.47237632
47,292746505,294453140,44.6226429
44,178927203,179383403,56.72485239
8,6892,6073,22.90487979
2,0,0,53.25608954
75.67,47307986,43194703,65.22742508
31,31121988,29911780,54.99182867
25.76,23622320,10737418,54.89269504
4,5272,2567,22.78387192
77,217969590,196494754,56.95339431
67,298828561,278999647,53.56569351
59,433839353,402005428,53.8960013
78.33,47556657,43438000,63.67497421
1,5090,2315,22.77838541
1.67,0,0,53.3525924
80,460377009,439699410,50.75833123
71.67,42374286,38821753,69.15457268
3,41258,38885,38.70504306
3,43466,41722,39.83008097
34,53185713,60123875,57.24175208
28,39788826,31084174,46.65727188
1.97,0,0,53.36867621
66,344120104,284339340,67.31436189
75.08,217969590,197568496,62.32964132
1.69,0,0,53.25505187
74,42366127,38680947,86.19614777
81,461140227,436970665,42.55113243
97.33,81591392,73938844,68.57389525
77,47692769,43471174,84.30489923
72.67,43119362,39506150,82.64940822
79,425680120,405490224,59.6085685
65,347671595,258511747,45.90866903
78,109189167,100929676,47.50148212
96.67,366658330,330100154,70.06958583
68,380566596,354670199,56.87405478
69,311230668,291779697,46.80439144
1.97,42982,34799,53.9727011
1.67,0,0,53.9999917
79,423358627,403021781,60.89881111
59,201800031,220762984,69.16539622
3,41930,39084,36.30789848
61,213570303,250874174,55.77416335
80,442065167,412616711,59.7579233
2,5186,2411,26.66978923
72.33,193273528,176093659,78.59514663
96.67,79702549,72252247,68.36646598
53,185848128,159147099,54.76586603
78,406883369,396333009,68.81395523
42,144054351,115707113,56.12794118
4,5090,2261,22.77025726
80,454400752,431810833,62.92317829
65,259785242,252517089,57.95504827
63,255441052,254005054,49.08489703
31,53993188,55716303,53.66003088
72,195283125,176715827,73.10340748
2.3,4733,3779,53.89612142
50,142629072,113527259,53.26241182
77,410277120,380400666,48.59161977
3,41489,39251,38.77387835
47,139965281,136658152,70.20239608
47,123019909,98090911,37.75791009
71.15,42854635,39400408,65.90782213
45,123740183,98750033,38.00170386
68,331245508,303341744,47.70209508
98.64,81510306,73738633,79.93456483
76,216895848,196494754,81.00751062
81,414059890,391767838,52.19493139
2.03,0,0,54.04284727
1,5222,2447,26.7000158
72.33,194349223,176857325,86.78979602
67,324825323,312957218,55.86174419
81,398424330,366282694,46.50131295
78,407325519,399340431,67.16256864
2.95,0,0,53.96346588
79,423221677,414188959,62.2789714
82,379515738,368265272,51.96922275
81,448515906,408647099,49.17826918
40,149444651,139396158,52.67098712
29,26217407,27434088,56.08465877
28.33,4155623,3260734,55.21364488
1.67,0,0,53.39980616
64,300249218,291871229,55.38396122
53,76202455,59629908,55.46696998
32,48837881,40467505,45.10007026
74,44123367,40104669,57.82036356
2,198776,164726,53.98515309
72.79,202277600,181429123,77.61579824
72,194347270,176093659,71.89120703
52,210203826,183793850,57.52080172
75.67,215681763,194668391,85.84344538
65,289135203,266297559,54.83211047
53,41851995,37940656,50.49259144
80,411690240,399722519,61.30217067
1,5786,2767,22.86672827
82,443540565,424517271,53.2721148
2,205257,173688,53.97871956
29,19327353,15032386,55.84786583
3,37998,37693,36.32156394
27,26777950,31651596,51.79395946
77.67,212285066,192920530,91.94917101
1.67,4829,3819,53.55462581
33,315336208,305184733,46.83167155
30,30130448,31528024,57.58674136
67,344615664,289855643,64.2771253
45,167874024,130200191,62.67166277
46,161827044,168512022,54.72004357
9,5488,2441,22.84371544
3,42020,39245,39.79126904
30,29225216,31905522,51.13237865
1,5054,2279,22.86159738
2,0,0,53.8351067
80,414726155,406228715,61.10679021
4,5000,2225,22.83548569
72.33,42923424,39311404,72.63459036
70,300858036,305454230,57.89718598
72,42363222,38762640,68.68627439
1.67,0,0,53.93669412
22,20068688,16828048,67.85468083
34,125325480,148691261,45.26664658
76,418114450,404135789,43.10227197
35,79035367,81641479,54.82062945
73.22,194189916,175978529,53.49672409
2,37675,37273,39.86172997
2,42402,34311,90.51231605
60,237019432,221994407,48.56804813
34,216207596,202484551,54.3595092
79,419497790,410309567,54.35681675
66,19582413,14745708,42.4591827
4,42107,39558,36.18343615
22,17719232,17295520,47.78164937
14.92,3480996,26994,53.8369745
28,24237635,25852193,46.41784698
4,42173,39286,36.17424117
52,130347116,154372708,63.39532235
3,40791,38361,38.77458957
79,421475721,389969456,58.01773664
33,56495586,56262054,53.14937969
78.67,216538035,195831544,58.88542309
1.67,0,0,53.4179653
82,474610301,447076771,51.12079603
2.33,221042,196354,54.0672324
3,46348,41183,36.28127878
45,112305104,120605913,62.12326648
27.87,19272227,14809962,55.64334203
23,88959182,85619833,70.5552595
2,5090,2315,23.03193297
80,444539573,419143326,65.01251989
6,5190,2225,22.87450082
76.67,218397802,197424184,66.29912566
4,46312,40985,36.1595089
98,78367284,70960028,62.8079012
60,421557971,374310976,63.36362256
54.43,153545081,140660179,78.78846365
26,112953196,123761515,49.59219535
78,389648380,383134250,44.27155751
76.39,219118240,197779760,79.05099294
75.67,47123115,42995926,80.55156054
71,77869430,77728889,42.12496323
74,43650319,39708957,64.60306194
71.33,193196599,175483380,63.27381286
27,34202704,25846581,51.42539855
99.32,366145962,327491256,66.9907295
69,283784049,277887730,61.76943784
97,377957122,339302416,82.32959981
56,226484106,252929338,43.17090406
3,41510,38907,36.10936836
50,35418308,38014634,54.75565504
98.33,379030864,341449900,83.55134679
73,91220816,90924215,65.05625952
3,45730,40791,39.74691981
2,149894,32271,53.79619426
48,94418217,138733625,61.54657406
72.67,43103539,39525016,61.70610832
78,409020665,398873425,60.55488865
68,58058022,47182506,44.85490486
91.33,328564998,295279002,65.50033102
72.88,194072612,176266246,76.88092377
2,5252,2423,22.85443444
35,229699052,220388783,56.7894204
80,440564192,401888578,60.02569512
97,81097812,73422358,57.83053268
80,286190811,291840340,55.02225844
77.67,219043332,197568496,72.86951776
86,466875843,441603954,67.35352942
71.67,194209625,176207616,63.0604689
77.33,46360196,42140626,57.5850211
60,308926561,294440431,34.60606655
81,446663407,417434250,55.98224405
33,310426299,307724997,49.66473911
76.33,213680725,194399852,61.3736404
2,190204,152195,54.0653646
33,49588987,54779319,50.11686759
33,38005865,40038039,54.01426592
73,197922778,178374694,55.00486665
2,194056,155194,54.09473053
8,7403,5974,22.96812697
72,194347270,176093659,74.29122281
31,124078111,162787191,56.70280477
46,256995471,186224896,65.95553799
48,44404182,39889507,45.66304642
46,95622587,140434113,61.65655812
67,215417380,206997415,59.30025751
96,357812088,321817210,70.1347512
50,152204225,154930580,58.16414499
96.33,362924737,326417514,63.291972
96,365072220,327491256,85.70917151
77,346658486,292069431,55.06167998
60,329625448,318243249,52.39650957
73,360976369,362578993,45.05694025
71.8,43014605,39393430,86.15599013
72.13,197568496,179314885,77.77072165
4,41942,39138,36.08076742
31,28881231,26307223,45.81412846
96.67,366145962,329638740,70.06958583
42,214265603,211344597,64.20315911
78,431752627,399976096,52.05751481
72.67,195374339,177185473,62.34634773
56,202605134,190951384,47.95411861
79,410802666,389193769,60.97160887
83,460977330,446311156,59.24447806
75,210453398,190052303,62.54568321
46,114008649,110950908,54.00806821
53,206467160,177759686,55.48668075
5,5000,2225,23.02553205
24,17637834,18094547,56.83630968
79,415149256,409036426,63.39537315
55,271237624,201497006,56.97458987
81.64,56259335,51242415,58.68453111
77,47430503,43353913,87.30634574
2,5054,2279,22.8948212
31,31321066,29970088,53.94243338
2,41241,38885,38.7498495
70,412429324,381815179,48.89276782
3,46204,41039,36.29164218
76,46865262,42805250,56.02924971
83.33,251255587,226559525,85.94295747
81.67,221768605,192085943,59.51819131
77.33,217025562,196924767,55.5957132
37,98553641,84665576,61.54367841
72,42225086,38797154,56.11091395
78,382703365,372696831,63.06491295
1.67,0,0,53.45314215
32,46175273,71251887,61.06045974
28.81,19327353,15032386,55.48374913
79,412217257,397767818,59.68598915
79,424232869,401762572,53.78820168
17.63,64877,52124,54.38517301
36,58571947,56835125,52.85321014
0,5108,2279,22.91940886
57,202645289,180688608,61.72717145
68,304650182,298704699,58.5591732
71.67,194347270,176093659,68.11203048
3,41541,39168,38.66135424
1.67,0,0,53.07512073
2,4733,3791,53.53055198
36,409969809,380887658,54.69474469
4,5396,2621,22.70248879
8,5108,2333,22.92530177
80,431139989,416884860,57.17195157
60,292428257,256922653,54.38109961
55,186592694,162529374,55.72295599
78,132574704,117949497,50.34440506
40,90125911,82302663,53.66277413
73,197139342,179856218,83.57759971
29,29874352,29813687,44.00952619
62,293172860,268198056,51.80284963
2.33,193068,154650,55.83302722
76.33,214239423,193340766,73.83724429
63,267319762,254677038,55.04318843
1.69,0,0,53.55379568
28,24820414,31084582,60.07146678
74.33,42304595,38859278,60.76722887
77,216570067,196062394,65.71056198
4,48062,49759,38.80954062
77,434364509,403798706,44.75772263
78,411069005,401025621,60.08497983
29,29584008,29704683,52.06325531
3,41187,39113,38.63006085
78,313010236,291132793,57.39039567
72,194299879,176252994,58.69833206
10,5054,2283,22.7991122
75.67,213308384,192739226,61.83986336
67,275754591,289199811,60.41274758
80.34,210122237,189787637,85.07038483
65,318626879,310704104,52.79961513
71.48,196494754,178241143,69.84752548
74,315222515,323520904,62.42477014
2.03,192821,154650,53.94831597
76.33,223046823,193025104,65.88893662
1.67,0,0,53.40945645
2,190012,152068,54.09151377
4,42039,39504,43.78498598
14,129993772,159529129,48.63612141
5,10915,5276,26.61177454
72.67,197568496,178241143,85.31849057
28,171273305,144470976,51.60762157
69,313400340,318464794,52.22886642
1.97,42672,34409,54.02032994
30,36876278,32269070,40.59803898
76.07,219043332,197568496,76.83236104
30,24358733,32067498,36.62697927
96.33,365814527,329305943,57.78228124
31,13674413,11785597,58.26777894
4,46246,41145,36.08290106
2,5054,2387,26.46155612
79,414649680,405793156,72.03895214
71.33,42407522,38739323,73.56527225
31,79491628,106674179,63.48234438
3,41085,38830,38.67573091
49,251028055,208657175,58.02952247
29,28800426,30593599,71.20673092
3,41736,38772,36.29174378
40,181514015,164320401,59.45128874
9,5370,2549,22.79479412
17.63,14184,11505,54.38517301
32,47172941,40250473,41.09492311
65,317008034,303503790,56.91667678
52,101019630,144210871,56.87883007
73,346026645,313342565,54.37993119
1.69,0,0,53.39057094
28.14,18840151,14509813,55.16383695
2.37,0,0,53.64552528
78,406298411,390946408,54.96246572
1.67,0,0,54.07283579
5,5108,2283,22.88379739
2,42646,34347,53.97311617
42,132728106,128843219,52.16455242
39,98765411,89021686,65.35090504
77,298737019,268799529,52.61022918
80,429820715,401236797,62.69335478
79,437633186,402994744,62.99475683
75.74,219887424,197662265,82.64556886
65,274452491,286004808,72.77526116
77,433251184,405051111,57.15137719
78,423688462,396191806,55.51751693
35,234099740,230991333,68.91261068
27,13967711,21761903,50.31412769
54,173747842,169006164,55.00376689
4,38210,37580,35.95427305
70,384734386,372692646,60.75834647
31,253414263,239102941,55.72463242
77.63,46801577,42927596,72.65565496
41,181667544,178604648,54.92624464
81,456232319,416697344,42.80579761
1.67,0,0,53.13924844
74,203356309,182146084,70.21174595
62,90981587,85490144,53.13297099
97,377957122,339302416,75.77715933
3,41471,39341,38.61873224
76,216895848,195421012,57.46133141
1.67,4919,3827,53.47327286
1,5180,2351,22.71483342
3,5136,2225,26.46379137
80,442040722,412878460,50.4318843
3,41493,38963,38.61898625
4,37746,37290,35.96885292
71.33,42466484,38870232,86.97896238
81,441728299,409213908,56.62700975
78,331993729,289896733,62.91957142
77.67,214748365,194347270,70.75838797
30,37326231,32760681,41.08958901
78,440801206,411651962,50.32764075
25,29379571,22412224,70.58990575
75,43076040,39578629,67.61374367
56,277128932,202726970,55.25101513
54,226846000,187692267,57.9462089
97.05,380104606,340376158,62.26696634
68,349241776,331926620,54.13720423
75.74,47539804,43574399,55.09576612
75.67,193273528,176093659,74.65067002
