CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
25,182414266,171282643,30.16735334890892,26.68025200197871
31,196296569,183076673,32.09761786708939,30.05037010231267
39,218759969,203057912,36.330392686641424,35.85986918283295
48,244286457,226392908,42.87979709405373,43.603567564457855
58,266016806,246760571,50.63063520509019,52.04608725822192
67,280138184,260365962,57.85412070117271,59.71140823591031
74,287755385,267944301,63.061168121675344,65.39537209487852
78,292616554,272977228,65.59241310863644,68.4573485110047
79,296372227,277312876,65.6526074051138,68.84523121527465
77,296063827,278514190,63.97122518245664,66.98736849014182
72,287098505,272289737,61.41796878736377,63.680737998240446
67,269294200,258051745,58.729860948224974,59.96346869555683
63,249847774,241855801,56.35679111808695,56.884446489631955
61,239903684,233457331,54.44294709577106,55.18984313982603
63,247676707,240168259,52.96798196588615,55.11230678726614
66,273947520,262887873,51.95363730548002,56.42895898741295
72,312748963,296750500,51.52345454043627,58.69389583493374
77,355154839,334314584,51.69075920389597,61.3483116915555
81,392379706,367965699,52.0547416500758,63.601659879203105
83,416682455,390518842,51.80192176871636,64.38500086697597
81,421516810,395504981,50.18726232971322,62.716536448062755
75,402950966,378809219,47.14108361213964,58.33834545667057
66,362515929,341548510,43.44653436270414,52.08640634644563
55,309307139,292100784,40.35488125602761,45.66028402454279
47,258618240,244801885,39.02198932115535,40.97544239639236
42,226635249,214884875,40.14782904747052,39.50600513554448
44,223977638,212278543,43.842824270329274,41.85810974773086
50,251750931,237814240,49.58785555167225,47.60310701136373
60,301523021,283324003,56.292442853940216,55.36196903942167
70,358337843,334769098,62.547454676464326,63.169220353965606
78,405818282,377213725,67.05377209523859,69.09586123549353
82,432675230,400735150,69.04647941675869,71.94840637285857
82,438117049,405046645,68.49798297156389,71.70452813558192
79,431843340,399217455,65.99647644306337,69.3831121719109
77,426830450,395038210,62.37945734932588,66.35984058603124
75,429405515,398022553,58.3422177599222,63.54734610333177
74,434575314,403176967,54.25154902034071,61.00712554226139
72,430466741,399130434,50.248553142638585,58.244848691115386
68,407715511,376941768,46.48428090874518,54.8709197297652
64,365935327,336298960,43.203905193081404,51.01210121406859
58,313259858,285182408,40.59233406860116,47.182102206795555
53,261364883,235061027,38.66010001523303,43.932375681787924
50,220593962,196020997,37.45435583830969,41.752657449816674
49,197180011,173981117,37.36926030053341,41.16694114412347
50,191983526,169645468,38.99236774920694,42.551310456423565
53,200587464,178886709,42.40822720821337,45.59842124573395
56,215501888,194888067,46.66181557257398,49.048217082229286
57,229844055,211289044,50.060276566117935,51.209916511579586
56,239914891,224217892,51.11928210988937,50.92768374814267
51,244891736,232004480,49.33837006862836,48.13289438671851
46,244867885,233820007,45.266072684906504,43.594088876503356
40,239940037,229370844,39.974053014527556,38.25605135607878
34,231252524,220024584,34.41289266556811,32.79377637095378
29,222259576,209668495,29.103097414590135,27.662379798244604
24,218018794,203591826,24.365967339763237,23.45714487335956
23,222262623,205527019,20.837844201066712,21.119894650322543
25,234297428,214858644,19.63134916589665,21.615087662079706
31,248493036,226395392,21.7546409814301,25.2052337298189
37,257390822,233409884,27.206413446954407,30.977780865563332
43,256393103,231928735,34.620433057634884,37.16943134566714
46,246553909,223119942,41.833794553033584,42.09208789155129
47,233764354,212385570,46.88847629627394,44.90179173645278
47,225460539,206331237,48.74029050660415,45.692922074633344
47,227000513,209563467,47.43519187701682,45.09376140837692
48,239309410,222668396,43.97211426400551,43.883498371761505
50,258855201,242272020,40.03613069627813,42.877505060885326
52,280022086,263234371,37.539954073076416,42.87573614230928
55,297932598,281176706,37.90841081614635,44.37112050164314
57,309106609,292938262,41.3264385448568,47.06323237046178
58,310063011,295157356,46.43826321908146,49.63975842721899
54,297087777,284104236,50.89191055075575,50.27911722371627
47,269192605,258638566,52.58317411007629,47.759975070787675
38,231605948,223614466,50.8330994031498,42.40642276917918
29,195078451,189172845,46.650191085494704,36.05217429701997
23,170093330,165172884,41.90037336786761,30.95117586593141
21,160573555,155285979,38.0837266158571,28.448683456913272
23,162446615,155808285,35.6748739796241,28.401562324449415
27,167692529,159562683,34.38406450738401,29.642592466720266
31,169723990,160800467,33.838512174225826,30.91998064553536
32,165934512,157270419,33.90460675509842,31.50789697351217
31,156943704,149317104,34.4090086088825,31.187234374903696
28,144905400,138471017,34.768675733407804,29.94672637216639
24,132765327,127198475,34.16834229344114,27.896643747244287
21,124096771,119040168,32.256049810790714,25.440568930833656
19,122086301,117464669,29.62017178296437,23.298318291570858
19,127593129,123519364,27.44231224655865,22.11875089059764
19,138285312,134684132,26.61095876093715,22.01718487218883
20,150809750,147101545,27.208358179805348,22.6288150768297
20,165041011,160089187,28.883999957275957,23.756170060451666
22,186463526,178761842,31.627910683365233,25.94467130607065
27,223267252,211311411,35.985065304154624,30.240166817859492
35,279106014,261946924,42.351686245311974,37.15258619078334
46,347002958,324841410,50.02976166125808,45.71825561810463
55,410167709,384592679,57.082543909745276,53.619339653476196
61,450453677,423958655,61.32721766191167,58.44912411306376
62,458696219,433591233,61.7149811230164,59.18652245536609
60,439141192,416507142,58.94638419130159,56.71743838348261
56,404881558,384252064,54.822315310628255,53.02537293258
53,368543859,348488193,50.89236035021646,49.74133930370769
51,335723942,314886814,47.46950995396778,47.16516181732572
49,305348463,283249412,43.702544383704044,44.40085449677733
46,275040801,252162684,38.59546595766191,40.41001765131106
41,246243415,223424583,32.23394264756323,35.1998857907948
37,225132445,202702001,26.297210823553563,30.2775165451457
35,219060309,196287779,23.320815977232378,27.94214862096328
37,231457118,206659144,25.094321849543395,29.827122078870307
43,259095797,230305162,31.413686076029464,35.79263024189344
52,293809585,259595231,40.236329402392194,44.06974838349882
61,327121326,287191134,49.068882169044834,52.47153846457162
68,353738036,309223058,56.36182350918793,59.565937165813224
74,371219010,324660545,61.864875117124775,64.90221794005821
78,377299870,332250892,65.96989608566417,68.40933856386818
78,368771244,328919029,68.86886147955539,69.81190932362588
74,343685110,311725371,70.28527055906491,68.69636982413941
67,304602995,281428599,69.89441627036696,65.0885835265038
58,259213637,243870156,67.92967221077379,59.87585000952294
49,217088164,207446289,65.32809044138523,54.559004966104716
42,184896741,178575484,63.199741231367824,50.45340854055993
38,163894866,158947205,62.04406943862216,47.97589608966731
36,151597754,146737030,61.39998852111596,46.591105311427725
35,145636080,140088319,60.25107180800226,45.41192330872558
34,145532870,138792944,57.840584199335396,43.892467974508
34,150562710,142325900,54.206907887048644,42.04502712762565
34,156876571,147194348,50.06968167322142,40.155970843105656
34,158528839,147966866,46.334955641484434,38.4754214916659
34,152353148,141883041,43.72963231147104,37.24011598250633
34,141339611,131932404,42.71943284370077,36.84086196059513
35,132279934,124442944,43.482490799903374,37.71368076477348
38,129797234,123360704,45.79585780147591,39.922449347399265
41,132583523,126887580,48.97949704954038,42.86048611926961
43,134845004,129229179,52.04779302045937,45.425546803661945
43,130923052,125217894,54.01168896879344,46.56291993466223
42,119234578,113936102,54.21929447373316,45.80212997439679
38,103283459,99295439,52.69138508700706,43.527294977532605
35,89805790,87897068,50.31507596370942,40.91393468323624
34,85584366,85838445,48.60668663080706,39.51296398427091
36,94780540,96318439,48.9578108868248,40.531476067583114
41,117716648,118909296,51.798791560445366,44.10994103324351
46,150752240,149924045,56.320739419558,49.078758432001116
51,186745095,183003233,60.93595007374199,53.445804971677596
52,216659047,210272171,64.02374149414084,55.34509396974717
48,233189632,225191321,64.41894975350984,53.86931781604456
42,235339646,226595045,61.56487896083871,49.37289182941478
35,230367590,220734397,55.625111529847345,43.22693872479171
30,230031333,218173935,47.670721033154855,37.258721215973466
29,242601280,226574599,39.62522139537031,33.11487534140279
32,266778753,244985637,33.6331903047214,31.723058838477673
38,292860606,264742134,31.069625597684485,33.01296595097624
43,309872820,275945388,31.888138377381054,36.00683153084004
47,311831471,273270474,34.82127305538867,39.2405616531909
48,298278385,256593042,38.29509242403733,41.358786074681014
46,271171775,228245640,41.428229775856565,41.706083907628006
41,233463214,191674791,44.45165724137045,40.6845653317025
34,191029747,152968223,48.23354983509384,39.58280937935815
30,154593934,122271041,53.19353905572329,39.79335937026382
29,137865977,111893120,58.468853806500555,41.87185411766394
32,151931869,131297434,62.185499903845155,45.20210577078262
39,199351640,182012057,62.79116982469056,48.580059835798004
47,271627905,255519209,60.329491797299006,51.15571963973977
54,351338614,335178212,56.496754351144375,52.86004617973795
60,417676625,401181845,53.49801600625121,54.07282621734954
62,453044415,436622213,52.80287240714092,55.083545777241
62,448632901,432870839,54.7165128519457,55.94156212718623
60,407470128,392786049,58.67015563119454,56.67694331410095
57,343702789,330321736,63.60807845586129,57.44486937840433
54,277598101,265733103,68.21805681487412,58.35935930525459
53,227674972,217600901,71.23620774940139,59.248180372446576
53,203525608,195324081,71.95563807237916,59.675777869841255
54,203168883,196244005,70.6317260660808,59.26429130642377
53,216342502,209098886,68.37115350112272,58.016488400460716
52,231428273,221493525,66.46344325493114,56.33870360795475
49,241360461,226406904,65.54039971453321,54.70574078272111
46,245006981,223829740,65.1009026012807,53.20076211217822
44,244563860,217851660,63.804910662533764,51.353042183217106
41,242515371,212813350,60.48628608305219,48.542107587691895
38,240462708,211224449,55.14792060443103,44.655024907783314
35,238923387,213160549,48.987024194650694,40.27348295537544
32,236804418,216178050,43.37192213776257,36.13844940854132
29,231422280,216238676,38.860494146588245,32.54174892125901
26,220267962,210045184,35.27921959945497,29.380630037278763
23,203373083,197271651,32.57236226831323,26.72205642286457
21,183979044,180797624,31.295862316156043,25.09996273464417
20,167019596,165095427,32.222766599513236,25.182506113343006
21,156983299,154464090,35.555325541554126,27.19599872638389
23,156650282,152126644,40.49625461504273,30.65971713622431
27,166895657,159890905,45.50631806906293,34.62184038425511
31,186948346,177836275,49.104467424211485,38.20801057810795
35,214475898,203959468,50.72865840013155,41.09555988388447
40,245233457,233927019,51.03192159148058,43.54056244016154
45,272722371,261183910,51.32554374351912,45.916469953733696
48,289139539,278154087,52.59804185429572,48.199828774893994
50,288689727,279341461,54.907991370051946,49.9313834146609
48,271984259,265333684,57.52076012925413,50.66948075812598
46,247438741,244069417,59.44920145954141,50.383848932662026
43,226577837,226366442,59.8959319725535,49.343255734873814
41,216020269,218172381,58.52411122167118,47.75180838508838
40,213526759,216676390,55.74884654721579,45.75410853696183
39,212091630,214410082,52.90547549379194,43.87231759714301
38,207448215,206968169,51.79952070199843,43.15843553071385
40,200945686,196203120,53.569695924068085,44.51899410517123
42,195902282,186568619,57.70561433205625,47.75370102088833
45,193231982,180195618,62.24281522298765,51.4354901621439
48,191708923,176421844,65.11383059729654,53.93825978252265
49,191201938,174740253,65.45349719012586,54.619955674166185
49,193474579,176035982,63.74387691977581,54.00154058948567
50,199253890,180423360,60.95093094639513,52.93371006462584
51,205927927,185353001,57.74616253849386,51.782471265268924
51,209567584,187387617,54.49144336287892,50.41780735021548
50,209164504,185906042,51.58758020172189,48.74048253159361
49,207958964,184189585,49.458816577350525,46.97181991099906
